"","word","positive","negative","freq","idf"
"10589","racks",0,0.2,12,7.67531395705589
"10590","bahr",0.22,0.422,93,5.72940380800058
"10591","collaborated",0,0.202,50,6.24819760141575
"10592","evokes",0.12,0.322,16,7.38763188460411
"10593","goals",0,0.202,431,4.40447839325698
"10594","macleod",0,0.202,59,6.57670166838778
"10595","matures",0,0.202,36,6.57670166838778
"10596","mohn",0,0.202,21,7.59527124938236
"10597","navys",0,0.202,21,7.52116327722863
"10598","particular",0.018,0.22,211,4.82268252714258
"10599","phone",0.008,0.21,2331,2.8090623804132
"10600","pleural",0.02,0.222,31,7.02472639091474
"10601","rackcdu",0.024,0.226,50,6.94134478197569
"10602","chr",0,0.202,76,6.00133752348422
"10603","wins",0,0.202,101,5.77819397217001
"10604","postponement",0.004,0.206,46,6.66371304537741
"10605","repayments",0,0.204,19,7.26984884894773
"10606","massive",0,0.204,107,5.70587331059038
"10607","artery",0,0.204,20,7.67531395705589
"10608","callable",0,0.204,63,6.13486891610874
"10609","extend",0.002,0.206,682,3.72087023574379
"10610","hvide",0,0.204,43,6.72623340235875
"10611","implementation",0.002,0.206,439,4.23329458087348
"10612","less",0.004,0.208,483,4.11521529280788
"10613","lifetime",0,0.204,178,5.07262427161151
"10614","ytredal",0.002,0.206,105,5.68288379236569
"10615","enclosed",0.008,0.212,985,3.33584693680081
"10616","trout",0.006,0.21,34,6.79292477685742
"10617","tail",0,0.204,18,7.45217040574168
"10618","cadelers",0,0.206,36,7.21578162767745
"10619","entirety",0,0.206,37,6.57670166838778
"10620","brygge",0,0.206,134,5.32393869989242
"10621","cartons",0,0.206,20,7.76232533404552
"10622","containing",0,0.206,150,5.21857818423459
"10623","currently",0.018,0.224,2480,2.51243456140296
"10624","fulfill",0,0.206,65,6.0330862217988
"10625","nilsen",0.002,0.208,107,5.8035117801543
"10626","records",0,0.206,39,6.57670166838778
"10627","stable",0.004,0.21,430,4.28528987599186
"10628","cater",0,0.206,24,7.02472639091474
"10629","nieba",0.08,0.288,30,7.45217040574168
"10630","jasminia",0.002,0.21,19,7.32700726278768
"10631","pioneer",0.002,0.21,436,4.38566906129948
"10632","progressed",0,0.208,52,6.289019595936
"10633","wishes",0,0.208,122,5.41528847848064
"10634","premiums",0,0.208,43,6.86438374083956
"10635","stopped",0,0.208,26,6.98216677649595
"10636","alleged",0,0.21,35,6.75902322518174
"10637","bookrunner",0,0.21,61,6.13486891610874
"10638","bottle",0,0.21,24,7.52116327722863
"10639","days",0.036,0.246,1415,3.16262462386197
"10640","euribor",0,0.21,21,7.32700726278768
"10641","hamilton",0.006,0.216,696,3.77502620784617
"10642","phased",0,0.21,63,6.13486891610874
"10643","tickets",0,0.21,40,6.52263444711751
"10644","guests",0,0.21,24,7.1644883332899
"10645","listening",0,0.212,19,7.26984884894773
"10646","writedown",0,0.212,31,6.98216677649595
"10647","mainstream",0.062,0.274,66,7.38763188460411
"10648","mesothelioma",0.078,0.29,81,6.60487254535448
"10649","corona",0.086,0.298,105,5.84273249330758
"10650","csams",0.008,0.22,49,7.21578162767745
"10651","excellence",0.004,0.216,226,4.8770168781059
"10652","expiration",0,0.212,36,6.60487254535448
"10653","factors",0.004,0.216,196,4.95073445400247
"10654","individualized",0,0.212,18,7.32700726278768
"10655","recognised",0,0.212,253,4.83721062770548
"10656","verify",0.002,0.214,40,6.52263444711751
"10657","deems",0,0.214,30,6.75902322518174
"10658","risers",0,0.214,60,6.42255098856052
"10659","priced",0,0.214,99,5.64936110032704
"10660","japan",0.01,0.224,1056,3.46318635917741
"10661","accountant",0,0.214,53,6.22839497411957
"10662","engineer",0,0.214,71,5.91172536479453
"10663","expires",0.002,0.216,128,5.38109711373236
"10664","fees",0.004,0.218,161,5.24023968101577
"10665","fpsos",0.008,0.222,60,6.13486891610874
"10666","implies",0.046,0.26,142,5.23296692168669
"10667","junior",0,0.214,19,7.26984884894773
"10668","navdal",0,0.214,24,7.06917815348558
"10669","quality",0.062,0.276,2868,2.62013028669857
"10670","reached",0.018,0.232,622,3.86311128690996
"10671","region",0.01,0.224,1875,2.91242802507605
"10672","regularity",0.01,0.224,47,6.42255098856052
"10673","branding",0,0.214,29,6.82801609666869
"10674","frisch",0,0.214,17,7.38763188460411
"10675","forced",0.008,0.222,34,6.82801609666869
"10676","injunction",0,0.214,32,6.98216677649595
"10677","scatecs",0.002,0.218,31,7.45217040574168
"10678","collective",0,0.216,58,6.35355811707357
"10679","believes",0.02,0.236,196,4.93447393313069
"10680","allowed",0,0.216,160,5.19737597658399
"10681","colleagues",0,0.216,147,5.26987147862214
"10682","fearnley",0.04,0.256,114,5.59587241537606
"10683","workstations",0.008,0.224,24,6.98216677649595
"10684","alltime",0.016,0.232,32,6.75902322518174
"10685","voyager",0.002,0.218,22,7.26984884894773
"10686","restructure",0,0.216,20,7.32700726278768
"10687","leap",0,0.216,33,6.82801609666869
"10688","methodology",0,0.218,50,6.63386008222773
"10689","bjørnstad",0,0.218,22,7.32700726278768
"10690","dalen",0,0.218,55,6.63386008222773
"10691","zahl",0,0.218,55,6.63386008222773
"10692","rule",0.012,0.23,187,5.36443006124715
"10693","veidekkes",0,0.218,580,4.33422049946344
"10694","people",0.002,0.22,1261,3.19703062097366
"10695","calprotectin",0.056,0.274,101,7.26984884894773
"10696","map",0.096,0.314,80,5.8697611656955
"10697","maturities",0,0.218,35,6.82801609666869
"10698","telenors",0,0.218,241,4.93447393313069
"10699","avoid",0.02,0.24,107,5.54510009000263
"10700","flats",0,0.22,128,6.13486891610874
"10701","kapital",0.004,0.224,32,7.11569816912047
"10702","petroleum",0.024,0.244,908,3.80237834033579
"10703","proceed",0.01,0.23,155,5.2257466737132
"10704","punctuality",0.014,0.234,55,6.35355811707357
"10705","relatively",0.004,0.224,90,5.70587331059038
"10706","rieber",0.086,0.306,797,4.76205790532614
"10707","streamer",0.054,0.274,95,5.88355448782784
"10708","brondberg",0,0.22,22,7.76232533404552
"10709","lockdowns",0,0.22,16,7.45217040574168
"10710","risnes",0.02,0.242,42,6.52263444711751
"10711","disclose",0,0.222,101,5.5550504208558
"10712","dkk",0.002,0.224,358,5.3160335203853
"10713","executing",0,0.222,129,5.40663041573753
"10714","fields",0.002,0.224,427,4.45643813218769
"10715","ireland",0,0.222,212,5.16978802006516
"10716","lies",0,0.222,44,6.44664854013959
"10717","points",0,0.222,450,4.28528987599186
"10718","harrier",0.086,0.308,23,7.11569816912047
"10719","storkås",0,0.222,22,7.85763551384985
"10720","bulgaria",0,0.222,26,7.21578162767745
"10721","laco",0,0.224,15,7.85763551384985
"10722","consummation",0.002,0.226,20,7.38763188460411
"10723","harbour",0,0.224,101,5.61692582457389
"10724","impairments",0,0.224,50,6.57670166838778
"10725","outcomes",0.004,0.228,99,5.72940380800058
"10726","lock",0.146,0.37,38,6.72623340235875
"10727","sorting",0,0.226,176,5.66041093651363
"10728","best",0.012,0.238,1464,2.99395463271025
"10729","ratio",0.03,0.256,654,4.16376851822487
"10730","recruitment",0.022,0.248,161,5.29268615638831
"10731","semlitsch",0,0.226,32,7.02472639091474
"10732","syndication",0,0.226,14,7.76232533404552
"10733","greentech",0,0.226,52,7.06917815348558
"10734","hstationt",0,0.228,27,7.67531395705589
"10735","protected",0,0.228,73,5.98583333694826
"10736","black",0.052,0.28,147,5.88355448782784
"10737","winter",0.03,0.258,191,5.10397480149558
"10738","application",0.072,0.3,919,3.63519094900043
"10739","berlin",0,0.228,81,6.17123656027962
"10740","blankenship",0,0.228,18,7.32700726278768
"10741","clinicalstage",0.018,0.246,243,5.04823281848735
"10742","endeavour",0,0.228,36,7.26984884894773
"10743","gmbh",0.008,0.236,320,4.83234443805431
"10744","relation",0.034,0.262,488,4.0802874117483
"10745","stands",0,0.228,97,5.66041093651363
"10746","yards",0.036,0.264,67,6.09977759629747
"10747","interestbearing",0.154,0.384,90,5.8697611656955
"10748","elgin",0,0.23,21,7.1644883332899
"10749","jones",0,0.23,140,5.64936110032704
"10750","frøy",0.06,0.29,105,6.79292477685742
"10751","advance",0,0.23,443,4.11758777316151
"10752","antigen",0.042,0.272,143,5.79077275437687
"10753","dugong",0.004,0.234,36,7.76232533404552
"10754","ehealth",0.028,0.258,61,6.90212406882241
"10755","owner",0.014,0.244,888,3.46689693857394
"10756","svanevik",0.034,0.264,55,6.90212406882241
"10757","treasury",0,0.23,861,3.68171096463532
"10758","lunde",0,0.23,38,6.98216677649595
"10759","cotemar",0,0.23,14,7.76232533404552
"10760","cut",0.028,0.26,85,5.85615551363972
"10761","hold",0.012,0.244,883,3.53085735340644
"10762","increase",0.012,0.244,3633,2.29043670431375
"10763","realize",0,0.232,128,5.34803625147148
"10764","seismic",0.176,0.408,1838,3.48062142099951
"10765","thrive",0.002,0.234,29,6.90212406882241
"10766","hem",0,0.234,38,6.75902322518174
"10767","convening",0,0.234,69,5.97056586481747
"10768","recommendations",0,0.234,200,4.94528484923491
"10769","payable",0.018,0.252,228,4.94528484923491
"10770","autumn",0,0.234,231,4.81788635487908
"10771","claims",0.03,0.264,352,4.74857455498885
"10772","decade",0,0.234,108,5.51582970770252
"10773","mobilization",0.04,0.274,54,6.289019595936
"10774","slight",0,0.234,18,7.38763188460411
"10775","contents",0,0.236,22,7.06917815348558
"10776","incus",0.02,0.256,27,7.45217040574168
"10777","jurisdictions",0.008,0.244,257,5.00116530762936
"10778","principle",0.068,0.304,348,4.40764796801826
"10779","myanmar",0,0.236,71,7.02472639091474
"10780","salmar",0.006,0.242,347,5.46887272461475
"10781","sound",0,0.238,128,5.33190686954159
"10782","acknowledge",0,0.238,27,6.90212406882241
"10783","employees",0.01,0.248,4322,2.19363390920549
"10784","secured",0.076,0.314,1156,3.34458061676956
"10785","sportnco",0,0.238,32,7.59527124938236
"10786","shetland",0,0.238,85,6.15288742161142
"10787","difficulties",0.036,0.274,28,6.90212406882241
"10788","vaccination",0,0.24,241,5.45069040553156
"10789","forsikring",0,0.24,580,4.42687932994615
"10790","everyone",0,0.24,140,5.28502328364274
"10791","percent",0.094,0.334,1544,3.51253223328056
"10792","resident",0.002,0.242,86,5.77819397217001
"10793","semisubmersible",0.042,0.282,343,4.41082762093564
"10794","statutory",0,0.24,67,6.18992869329177
"10795","wintershall",0,0.24,113,6.11716933900934
"10796","pillar",0,0.24,80,6.90212406882241
"10797","combinations",0,0.242,20,7.21578162767745
"10798","analysts",0.002,0.244,863,3.49708791085309
"10799","since",0.002,0.244,2973,2.32979498902356
"10800","tradable",0.022,0.264,174,5.12326800443026
"10801","compared",0.074,0.316,2047,3.11793443490415
"10802","reelection",0.014,0.256,111,5.85615551363972
"10803","amounts",0.002,0.246,414,4.29943438337803
"10804","lerøy",0,0.244,143,6.20897688826247
"10805","outside",0,0.244,555,3.88545858560195
"10806","astoria",0.02,0.264,34,6.98216677649595
"10807","brought",0.018,0.262,128,5.35619956211064
"10808","careful",0,0.244,36,6.57670166838778
"10809","cutting",0.002,0.246,95,5.69431248818931
"10810","krogh",0.01,0.254,45,6.44664854013959
"10811","suspended",0.024,0.268,70,5.98583333694826
"10812","zero",0.008,0.252,692,4.00961783839761
"10813","expo",0,0.244,45,7.02472639091474
"10814","oml",0.026,0.27,219,5.11036459959436
"10815","vika",0,0.246,181,5.03032189192082
"10816","separate",0.012,0.258,641,3.78179442319231
"10817","acts",0,0.246,125,5.54510009000263
"10818","business",0.02,0.266,7407,1.73295212295564
"10819","cause",0.038,0.284,214,4.88210594761338
"10820","nine",0.088,0.334,355,4.56923362633304
"10821","regency",0,0.246,21,7.21578162767745
"10822","reports",0.004,0.25,438,4.17125918995403
"10823","traded",0.014,0.26,549,4.00112521835196
"10824","williams",0.01,0.256,32,6.90212406882241
"10825","explorer",0.192,0.438,266,5.03625662744063
"10826","conclusions",0.038,0.284,26,6.98216677649595
"10827","appreciation",0,0.248,42,6.49665896071425
"10828","compliance",0.01,0.258,431,4.35810223146683
"10829","deposit",0,0.248,467,4.33717471136087
"10830","historic",0.022,0.27,56,6.24819760141575
"10831","lband",0.032,0.28,24,7.52116327722863
"10832","proposed",0.042,0.29,1640,3.05361446911659
"10833","schedule",0.004,0.252,350,4.41082762093564
"10834","sells",0,0.248,168,5.25494582840546
"10835","spend",0.022,0.27,86,5.88355448782784
"10836","constellation",0.04,0.288,26,7.52116327722863
"10837","daytoday",0,0.248,28,6.82801609666869
"10838","differ",0,0.248,68,5.95552798745293
"10839","wholesale",0,0.25,27,6.98216677649595
"10840","removing",0,0.25,37,6.57670166838778
"10841","games",0.254,0.504,213,6.04934674267058
"10842","canadian",0,0.25,92,5.91172536479453
"10843","kjelstad",0,0.25,22,7.67531395705589
"10844","listing",0.05,0.3,857,3.73535158293851
"10845","mpcc",0,0.25,63,6.54930269419967
"10846","rejected",0,0.25,41,6.60487254535448
"10847","member",0.02,0.272,2389,2.88228203389823
"10848","appraisal",0.004,0.256,152,5.63843202979485
"10849","csam",0.086,0.338,162,6.98216677649595
"10850","differences",0,0.252,30,6.82801609666869
"10851","filed",0.008,0.26,258,4.79892844113447
"10852","going",0.002,0.254,922,3.42562894687094
"10853","initiative",0.014,0.266,260,4.85691569878482
"10854","participating",0,0.252,244,4.84701462780211
"10855","placing",0,0.252,96,6.13486891610874
"10856","reduce",0.004,0.256,1299,3.19703062097366
"10857","waived",0,0.252,32,6.82801609666869
"10858","integrators",0.012,0.264,49,6.44664854013959
"10859","hamill",0,0.252,9,7.96299602950767
"10860","hawk",0,0.254,17,7.52116327722863
"10861","absent",0,0.254,101,5.70587331059038
"10862","ice",0.046,0.3,198,5.68288379236569
"10863","deposits",0,0.254,207,5.2257466737132
"10864","explained",0.004,0.258,63,6.06587604462179
"10865","levels",0.006,0.26,539,4.09179501859978
"10866","correspondingly",0,0.254,22,7.06917815348558
"10867","assessing",0.032,0.288,81,5.84273249330758
"10868","diagnosed",0,0.256,39,6.54930269419967
"10869","rustad",0,0.256,64,6.09977759629747
"10870","hybrid",0.016,0.272,267,4.85691569878482
"10871","refinancing",0.218,0.474,461,4.52543100367464
"10872","accretive",0,0.256,79,5.91172536479453
"10873","agenda",0.012,0.268,1276,3.12319299215762
"10874","cameras",0.014,0.27,46,6.47134115272996
"10875","oyj",0,0.256,28,7.06917815348558
"10876","resulting",0,0.256,381,4.29092369371012
"10877","satisfactory",0.026,0.282,150,5.21146071646572
"10878","tts",0.094,0.35,552,5.07881624185943
"10879","webcasted",0,0.256,146,5.21146071646572
"10880","unrealized",0.012,0.268,33,7.21578162767745
"10881","acceptances",0.006,0.264,119,6.01708588045236
"10882","concordia",0.044,0.302,64,6.37603097292563
"10883","infected",0,0.258,35,6.72623340235875
"10884","lpg",0.004,0.262,749,4.60726102192228
"10885","opex",0.126,0.384,87,6.20897688826247
"10886","preparatory",0,0.258,39,6.69448470404417
"10887","recognized",0.004,0.262,376,4.43012082387032
"10888","suitable",0.028,0.286,167,5.11036459959436
"10889","iversen",0,0.258,52,6.60487254535448
"10890","enthusiasts",0,0.26,20,7.32700726278768
"10891","proactively",0,0.26,27,6.90212406882241
"10892","agencies",0.002,0.262,83,5.85615551363972
"10893","authorise",0.002,0.262,42,6.44664854013959
"10894","west",0.022,0.282,668,3.84486260532156
"10895","måsøval",0.008,0.268,76,7.21578162767745
"10896","america",0.006,0.268,717,3.87422251233503
"10897","endeavors",0.008,0.27,33,6.66371304537741
"10898","yes",0,0.262,27,6.98216677649595
"10899","geveran",0,0.262,74,6.82801609666869
"10900","guided",0,0.264,88,5.79077275437687
"10901","material",0.002,0.266,1107,3.32611186803005
"10902","berge",0.004,0.268,127,5.98583333694826
"10903","hemisphere",0.036,0.3,54,6.3315792103548
"10904","intellectual",0.002,0.266,139,5.45069040553156
"10905","merkur",0.098,0.362,191,5.24756572110784
"10906","opstad",0.01,0.274,74,6.66371304537741
"10907","pask",0.014,0.278,192,5.76577145217145
"10908","prospective",0.002,0.266,197,4.97843705655181
"10909","released",0.014,0.278,668,3.71927406621097
"10910","currency",0.006,0.27,883,3.49199235842649
"10911","recruited",0.002,0.266,45,6.35355811707357
"10912","fredriksen",0,0.266,73,6.0330862217988
"10913","morning",0.012,0.278,123,5.40663041573753
"10914","proactive",0,0.266,44,6.42255098856052
"10915","assisted",0,0.266,42,6.54930269419967
"10916","asphalt",0,0.268,480,4.07117573139705
"10917","argentina",0.128,0.396,98,6.13486891610874
"10918","brazil",0.028,0.296,746,4.08717607274349
"10919","convinced",0.022,0.29,79,5.84273249330758
"10920","incorporated",0,0.268,246,4.71348323517758
"10921","ebitda",0.068,0.336,1624,3.50994155825647
"10922","lost",0.002,0.272,41,6.54930269419967
"10923","returned",0,0.27,63,6.01708588045236
"10924","subscribed",0,0.27,295,4.75754322497161
"10925","tunnel",0,0.27,165,5.8035117801543
"10926","attributable",0,0.27,51,6.47134115272996
"10927","commenting",0.002,0.272,98,5.59587241537606
"10928","genentech",0.026,0.296,85,6.3315792103548
"10929","roles",0.046,0.318,235,4.83234443805431
"10930","matter",0,0.272,280,4.63079151933247
"10931","china",0.046,0.318,1045,3.60344225068585
"10932","component",0.068,0.34,155,5.21857818423459
"10933","johansen",0,0.272,295,4.7757255440548
"10934","shallowdeep",0.014,0.286,153,5.12978268545146
"10935","unrelenting",0.014,0.286,153,5.12978268545146
"10936","borrowed",0,0.274,37,6.69448470404417
"10937","layup",0.076,0.35,82,6.0330862217988
"10938","average",0.012,0.286,1533,3.05689854431778
"10939","bermuda",0.008,0.282,685,3.80585056604654
"10940","brick",0,0.274,60,6.66371304537741
"10941","friday",0,0.274,642,3.78690081726688
"10942","ebit",0.004,0.28,467,4.69216046570876
"10943","status",0.004,0.28,310,4.53981974112674
"10944","implications",0.006,0.282,61,6.15288742161142
"10945","tlf",0,0.276,137,5.61692582457389
"10946","atms",0,0.278,54,6.86438374083956
"10947","cease",0,0.278,40,6.63386008222773
"10948","gaver",0,0.278,16,7.67531395705589
"10949","previous",0.026,0.304,1137,3.25948994279872
"10950","vest",0,0.278,797,4.19664126322545
"10951","nontradable",0,0.278,26,7.02472639091474
"10952","weakening",0,0.278,19,7.32700726278768
"10953","workover",0.092,0.372,96,6.3315792103548
"10954","expressed",0,0.28,150,5.17661398513556
"10955","chemicals",0.062,0.342,268,4.82268252714258
"10956","australian",0.002,0.282,84,6.20897688826247
"10957","backed",0.002,0.282,73,5.89754072980258
"10958","expert",0.006,0.286,196,5.09762557381693
"10959","lender",0.098,0.378,65,6.35355811707357
"10960","light",0,0.28,791,3.80933489012915
"10961","mortgage",0,0.28,161,5.69431248818931
"10962","reasons",0.024,0.304,139,5.23296692168669
"10963","shareholders",0.038,0.318,4220,2.31833467785927
"10964","acreage",0,0.282,88,6.0330862217988
"10965","vaccibody",0.126,0.408,164,7.02472639091474
"10966","action",0.002,0.284,372,4.36720699845975
"10967","evp",0.006,0.288,1075,3.64254933393162
"10968","oncology",0.028,0.31,308,4.88722104828015
"10969","operates",0.004,0.286,1519,2.9449806281138
"10970","attorney",0.02,0.302,147,5.88355448782784
"10971","give",0.006,0.288,855,3.47936592805368
"10972","imposed",0,0.282,89,5.77819397217001
"10973","managers",0.012,0.294,825,3.7451236476723
"10974","salary",0,0.282,82,5.84273249330758
"10975","underwriters",0,0.282,30,7.11569816912047
"10976","coastal",0,0.284,48,6.63386008222773
"10977","monday",0.002,0.286,416,4.230631463454
"10978","construction",0.004,0.288,4246,2.509576055407
"10979","mhwirth",0,0.284,48,7.21578162767745
"10980","ningbo",0,0.284,27,7.45217040574168
"10981","submit",0,0.284,291,4.55810178596419
"10982","renoldi",0,0.284,17,7.76232533404552
"10983","ovarian",0,0.286,18,7.67531395705589
"10984","subordinated",0.114,0.4,252,5.26987147862214
"10985","estimates",0,0.286,395,4.34907961386719
"10986","lancia",0,0.286,21,7.1644883332899
"10987","nonrecurring",0,0.286,49,6.3315792103548
"10988","noted",0,0.286,100,5.61692582457389
"10989","prototype",0.028,0.314,57,6.47134115272996
"10990","klohs",0,0.286,12,7.67531395705589
"10991","radioimmunotherapy",0,0.288,16,7.59527124938236
"10992","engbakk",0.004,0.292,42,6.90212406882241
"10993","progress",0.024,0.312,582,3.93963043674415
"10994","ultimovacs",0.122,0.41,165,6.37603097292563
"10995","discount",0.002,0.29,234,5.01855705034123
"10996","drawdown",0,0.288,52,6.66371304537741
"10997","faroe",0,0.288,177,5.61692582457389
"10998","inner",0,0.288,170,5.47808937971967
"10999","thailand",0,0.288,162,5.50626025668637
"11000","mutations",0,0.29,27,7.59527124938236
"11001","beginning",0,0.29,426,4.1514074214013
"11002","eastern",0.004,0.294,237,4.89236244778056
"11003","inflation",0,0.29,62,6.31007300513383
"11004","optimising",0,0.29,45,6.35355811707357
"11005","raw",0.004,0.294,335,4.91319653468341
"11006","spot",0.034,0.324,153,5.47808937971967
"11007","von",0.022,0.312,40,6.54930269419967
"11008","neteland",0,0.292,33,7.02472639091474
"11009","nearterm",0.004,0.296,58,6.24819760141575
"11010","rpk",0.072,0.364,302,5.08504679161007
"11011","lay",0,0.292,128,5.51582970770252
"11012","behaviour",0,0.294,28,7.02472639091474
"11013","sampling",0.004,0.298,82,6.11716933900934
"11014","guarantees",0.046,0.34,102,5.76577145217145
"11015","hansen",0.004,0.298,160,5.4240221584494
"11016","highlights",0,0.294,366,4.33422049946344
"11017","enovos",0.074,0.368,30,7.32700726278768
"11018","blockade",0,0.296,16,7.59527124938236
"11019","bus",0,0.296,124,6.15288742161142
"11020","executives",0,0.296,91,5.82948726655756
"11021","sharp",0,0.296,47,6.39902049115033
"11022","thorsnes",0.002,0.298,23,7.26984884894773
"11023","roughly",0,0.296,25,6.98216677649595
"11024","relationswebcast",0,0.298,15,7.45217040574168
"11025","unless",0.006,0.304,102,5.67158423711175
"11026","room",0,0.298,229,4.91319653468341
"11027","accordingly",0,0.298,207,4.8770168781059
"11028","competent",0.002,0.3,211,4.87195357614936
"11029","disable",0,0.298,21,7.11569816912047
"11030","shippings",0.006,0.304,79,6.06587604462179
"11031","chamber",0.004,0.304,28,6.98216677649595
"11032","accrued",0,0.3,157,5.27741868425752
"11033","iconic",0,0.3,26,7.02472639091474
"11034","int",0.01,0.31,295,4.47324525050407
"11035","revealed",0,0.3,24,7.06917815348558
"11036","pvt",0,0.3,15,7.76232533404552
"11037","restrictions",0.012,0.314,627,4.24942396280337
"11038","østlandet",0,0.302,230,5.45069040553156
"11039","anticipates",0.026,0.328,60,6.08268316293817
"11040","computer",0.002,0.304,89,5.70587331059038
"11041","otovos",0.002,0.304,64,6.86438374083956
"11042","peoples",0,0.302,80,5.84273249330758
"11043","sustainability",0,0.302,878,3.78349365894527
"11044","christensen",0,0.302,94,5.95552798745293
"11045","endur",0.002,0.304,20,7.38763188460411
"11046","translational",0.006,0.31,32,7.02472639091474
"11047","bicycle",0,0.304,37,7.06917815348558
"11048","groups",0,0.304,1499,3.10490776350414
"11049","capex",0,0.304,384,4.58806657466613
"11050","caused",0.004,0.308,180,5.08504679161007
"11051","civil",0,0.304,548,4.10813143791948
"11052","dayrate",0,0.304,60,6.289019595936
"11053","gjensidige",0,0.304,503,5.14294077002897
"11054","resilient",0,0.304,33,6.69448470404417
"11055","basili",0.002,0.308,56,6.47134115272996
"11056","align",0.016,0.322,96,5.62762111369064
"11057","fact",0.004,0.31,446,4.09876368791588
"11058","peoplehub",0,0.306,31,7.38763188460411
"11059","remained",0,0.306,98,5.59587241537606
"11060","subgroup",0,0.308,18,7.38763188460411
"11061","purchases",0,0.308,141,5.51582970770252
"11062","composed",0,0.308,56,6.26840030873327
"11063","proved",0.104,0.412,112,5.89754072980258
"11064","dell",0,0.308,52,7.11569816912047
"11065","ranges",0,0.308,35,6.66371304537741
"11066","adelers",0.002,0.312,23,7.21578162767745
"11067","cort",0.002,0.312,24,7.1644883332899
"11068","multinational",0.008,0.318,131,5.3160335203853
"11069","pyrum",0.078,0.388,326,6.90212406882241
"11070","nordic",0.056,0.366,4865,2.72596322471076
"11071","dismissed",0,0.31,34,6.79292477685742
"11072","firstline",0,0.31,42,7.02472639091474
"11073","imr",0,0.31,101,5.98583333694826
"11074","notes",0.01,0.32,524,4.4333728592567
"11075","subsequently",0,0.31,188,4.97843705655181
"11076","diversification",0,0.312,46,6.44664854013959
"11077","possibilities",0.002,0.314,72,5.92611410224663
"11078","equivalents",0.002,0.314,279,4.76205790532614
"11079","presentations",0.008,0.32,577,4.22532641122431
"11080","constituted",0.036,0.348,31,7.02472639091474
"11081","effect",0.01,0.322,1511,3.05115847115672
"11082","interests",0.022,0.334,446,4.13919725749437
"11083","predict",0.016,0.328,31,6.72623340235875
"11084","teleconferencewebcast",0,0.312,24,7.52116327722863
"11085","faroese",0,0.314,20,7.52116327722863
"11086","easier",0.004,0.318,109,5.57525312817332
"11087","alunorte",0.002,0.316,139,6.79292477685742
"11088","whereof",0.16,0.476,100,5.94071290166779
"11089","elkems",0.048,0.364,95,6.60487254535448
"11090","afternoon",0,0.316,29,6.82801609666869
"11091","andresen",0,0.316,77,6.08268316293817
"11092","cent",0.014,0.33,1987,3.41733997105199
"11093","fluctuations",0,0.316,35,6.82801609666869
"11094","hemen",0.006,0.322,74,6.60487254535448
"11095","incl",0,0.316,110,5.60634371524335
"11096","interoil",0.188,0.506,57,7.1644883332899
"11097","hpv",0,0.318,80,6.54930269419967
"11098","although",0,0.318,274,4.57672429806219
"11099","depth",0.02,0.338,275,4.76659306049153
"11100","login",0,0.318,53,6.18992869329177
"11101","oil",0.078,0.396,5222,2.2946488491591
"11102","possibility",0.01,0.328,201,4.88722104828015
"11103","preregister",0,0.318,24,7.02472639091474
"11104","auditors",0.004,0.324,139,5.35619956211064
"11105","nonhistorical",0.022,0.342,18,7.26984884894773
"11106","therapeutics",0.156,0.476,543,4.80836247336783
"11107","cap",0,0.322,50,6.35355811707357
"11108","efforts",0.002,0.324,632,3.81108161546409
"11109","agas",0,0.322,17,7.32700726278768
"11110","initiating",0.006,0.328,42,6.47134115272996
"11111","institutional",0.018,0.34,142,5.30819034292428
"11112","konferansesenter",0,0.322,145,5.20439354924263
"11113","roc",0,0.324,24,7.76232533404552
"11114","ivd",0.16,0.484,64,6.52263444711751
"11115","mortality",0.014,0.338,74,6.35355811707357
"11116","thereof",0.004,0.328,60,6.26840030873327
"11117","writing",0,0.324,57,6.13486891610874
"11118","revised",0.126,0.45,229,4.98973661180574
"11119","redpsa",0.11,0.436,30,6.94134478197569
"11120","terminated",0.03,0.356,150,5.25494582840546
"11121","restricted",0.006,0.332,328,4.61895706168547
"11122","broadcasted",0,0.326,133,5.26987147862214
"11123","earnings",0.004,0.33,814,3.77840458943779
"11124","fsa",0,0.326,207,5.27741868425752
"11125","kilometers",0.05,0.376,273,5.26238080689298
"11126","lifecares",0.096,0.424,63,6.75902322518174
"11127","requisite",0,0.328,33,6.69448470404417
"11128","guidelines",0,0.328,197,5.13634008599762
"11129","sales",0.016,0.344,3542,2.54738957643654
"11130","followup",0.016,0.344,80,6.01708588045236
"11131","radisson",0,0.328,26,6.98216677649595
"11132","reported",0.026,0.354,1134,3.40328821759634
"11133","favre",0.03,0.36,87,6.06587604462179
"11134","prediction",0,0.33,36,7.11569816912047
"11135","advertising",0.01,0.34,143,5.38109711373236
"11136","carnegie",0.014,0.344,178,5.18348686442332
"11137","dna",0.016,0.346,124,5.72940380800058
"11138","minor",0,0.33,94,5.67158423711175
"11139","operations",0.018,0.348,4622,2.07905482911846
"11140","sponsor",0.014,0.344,38,6.75902322518174
"11141","undertaking",0,0.33,263,4.61114452194867
"11142","missions",0.028,0.358,33,6.82801609666869
"11143","videoconferencing",0.008,0.34,23,7.26984884894773
"11144","antenna",0.006,0.338,20,7.38763188460411
"11145","messaging",0,0.332,74,6.11716933900934
"11146","analyses",0.048,0.382,37,6.66371304537741
"11147","events",0,0.334,319,4.60339254514435
