"word","positive","negative","freq","idf"
"vewd",0.052,0.12,48,6.54930269419967
"alzheimers",0.314,0.382,41,7.1644883332899
"europeintrascandinavia",0,0.068,7,8.21431045778858
"withdrawal",0,0.068,28,7.1644883332899
"frost",0,0.068,25,7.52116327722863
"meanings",0,0.07,15,7.45217040574168
"irm",0,0.07,27,7.21578162767745
"økokrim",0,0.07,64,7.06917815348558
"exemption",0.046,0.116,245,4.91319653468341
"bholding",0.054,0.124,320,5.49678151273183
"appendix",0,0.07,105,5.58550962834051
"completes",0.004,0.074,43,6.39902049115033
"context",0.054,0.124,60,6.08268316293817
"contractors",0,0.07,338,4.43663550489151
"corporations",0.008,0.078,61,6.08268316293817
"dct",0,0.07,14,7.52116327722863
"featherstone",0.026,0.096,20,7.1644883332899
"goes",0,0.07,36,6.57670166838778
"indicates",0.06,0.13,112,5.52549161861426
"inducing",0.03,0.1,75,5.8697611656955
"intended",0.08,0.15,262,4.65488907091153
"midmay",0.002,0.072,29,6.94134478197569
"polish",0,0.07,64,6.60487254535448
"sands",0.002,0.072,28,6.86438374083956
"secondary",0.048,0.118,162,5.41528847848064
"speakers",0.03,0.1,75,5.8697611656955
"stakkestad",0,0.07,46,6.3315792103548
"streams",0.058,0.128,146,5.4417217355488
"suggests",0,0.07,25,6.94134478197569
"whilst",0.022,0.092,159,5.16978802006516
"portable",0,0.07,15,7.85763551384985
"academy",0,0.07,39,6.72623340235875
"onarheim",0.016,0.086,88,6.01708588045236
"reseller",0.02,0.09,24,7.02472639091474
"boed",0,0.07,65,7.26984884894773
"fundraising",0,0.07,10,7.85763551384985
"prospector",0,0.07,17,7.67531395705589
"simpler",0.016,0.088,20,7.21578162767745
"ensuring",0.014,0.086,276,4.58049078085767
"aberdeen",0.006,0.078,274,4.79892844113447
"classes",0.018,0.09,66,6.08268316293817
"definitive",0.096,0.168,160,5.26238080689298
"inception",0,0.072,153,5.15627430089843
"madrid",0,0.072,84,5.76577145217145
"minus",0.004,0.076,42,6.90212406882241
"missioncritical",0,0.072,62,6.18992869329177
"neck",0.032,0.104,85,6.00133752348422
"noon",0,0.072,106,5.53524779355962
"ownership",0.06,0.132,1434,3.19703062097366
"randinavdalavancegascom",0,0.072,12,7.67531395705589
"remaining",0.07,0.142,1139,3.28395599495313
"source",0.086,0.158,521,4.10578126057452
"takeover",0,0.072,79,5.91172536479453
"vulnerable",0,0.072,24,7.02472639091474
"informal",0,0.072,15,7.59527124938236
"unrelated",0,0.072,17,7.32700726278768
"verifying",0,0.072,10,7.85763551384985
"semi",0,0.072,25,7.21578162767745
"undergone",0,0.074,28,6.82801609666869
"speaking",0,0.074,47,6.3315792103548
"arcona",0.06,0.134,124,6.60487254535448
"channels",0,0.074,130,5.4417217355488
"ewkmkrokqv",0,0.074,62,6.72623340235875
"greater",0.012,0.086,408,4.28810281736848
"hull",0,0.074,108,5.85615551363972
"norbits",0.024,0.098,41,7.21578162767745
"refers",0.058,0.132,151,5.15627430089843
"roche",0.022,0.096,69,6.06587604462179
"techstep",0.174,0.248,706,5.36443006124715
"uptime",0,0.074,36,6.57670166838778
"upturn",0,0.074,18,7.38763188460411
"sunday",0,0.074,19,7.32700726278768
"incur",0,0.074,16,7.38763188460411
"nonamortizing",0,0.074,9,7.96299602950767
"personalized",0,0.074,25,6.98216677649595
"asco",0.022,0.098,35,7.38763188460411
"asia",0.026,0.102,757,3.77334128748125
"assets",0.096,0.172,1898,2.99395463271025
"concluding",0.086,0.162,37,6.54930269419967
"diagnostics",0.24,0.316,289,5.14958531274764
"remove",0.004,0.08,55,6.15288742161142
"reservoirs",0,0.076,116,5.57525312817332
"special",0.028,0.104,428,4.28248482506425
"tenor",0,0.076,210,4.89753041793901
"threshold",0.032,0.108,62,6.18992869329177
"times",0.02,0.096,413,4.24401854423646
"conclusion",0.02,0.096,228,4.8770168781059
"deeply",0.002,0.078,31,6.72623340235875
"star",0,0.076,139,6.20897688826247
"croatia",0,0.076,18,7.85763551384985
"threemonth",0.004,0.08,23,7.06917815348558
"slip",0,0.076,22,7.32700726278768
"assure",0,0.078,21,7.11569816912047
"furuseth",0,0.078,20,7.59527124938236
"designated",0,0.078,56,6.13486891610874
"repurchase",0.002,0.08,338,4.63476766771211
"road",0,0.078,471,4.2603232532614
"usd",0.208,0.286,6034,2.3305902176937
"accounts",0.01,0.088,745,3.74022567869675
"alternatively",0.006,0.084,70,5.94071290166779
"associate",0.03,0.108,73,6.06587604462179
"authorizations",0,0.078,27,6.98216677649595
"blocks",0.004,0.082,194,5.23296692168669
"bonnevie",0.01,0.088,23,7.11569816912047
"borr",0.224,0.302,352,5.24756572110784
"builds",0.004,0.082,201,4.95073445400247
"capitalized",0,0.078,71,6.0330862217988
"carrying",0,0.078,163,5.11679548992465
"crisis",0,0.078,112,5.69431248818931
"emv",0,0.078,51,6.69448470404417
"england",0,0.078,40,6.49665896071425
"gaustadalléen",0.02,0.098,32,6.72623340235875
"inline",0,0.078,16,7.38763188460411
"laws",0,0.078,742,3.59495563680853
"maximize",0.02,0.098,102,5.5550504208558
"pilskog",0,0.078,21,7.76232533404552
"qfrees",0,0.078,74,6.18992869329177
"quote",0,0.078,55,6.18992869329177
"rely",0,0.078,59,6.09977759629747
"amortisation",0.126,0.204,35,6.82801609666869
"equitable",0,0.078,12,7.67531395705589
"hellebust",0,0.078,15,7.76232533404552
"sæthre",0,0.078,13,7.76232533404552
"graft",0,0.08,11,8.21431045778858
"apelthun",0,0.08,41,6.54930269419967
"associations",0.022,0.102,53,6.37603097292563
"became",0.022,0.102,106,5.53524779355962
"completing",0.02,0.1,154,5.16300833307978
"consultation",0.002,0.082,60,6.11716933900934
"encourage",0,0.08,76,5.82948726655756
"endoflife",0.006,0.086,63,6.79292477685742
"explore",0.01,0.09,430,4.19921526722062
"feedback",0,0.08,151,5.32393869989242
"laboratories",0.006,0.086,91,5.94071290166779
"london",0.008,0.088,1065,3.48565921502947
"minimise",0,0.08,30,6.82801609666869
"monotherapy",0.01,0.09,27,7.02472639091474
"mrel",0,0.08,79,7.02472639091474
"premises",0,0.08,491,4.08257836349486
"surplus",0.026,0.106,57,6.44664854013959
"uniqueness",0.07,0.15,28,6.82801609666869
"ventures",0.01,0.09,154,5.38953598237823
"vietnam",0,0.08,97,6.289019595936
"visualization",0,0.08,46,6.69448470404417
"workable",0.004,0.084,23,7.45217040574168
"bemobi",0.282,0.362,103,6.35355811707357
"longerterm",0,0.08,20,7.1644883332899
"modified",0,0.08,25,6.94134478197569
"senegal",0.05,0.132,46,7.06917815348558
"cool",0,0.082,38,6.75902322518174
"enquiries",0,0.082,583,3.94761451109237
"contact",0.006,0.088,8971,1.17527632123521
"address",0.002,0.084,567,3.89682234425227
"brackets",0,0.082,88,5.76577145217145
"domestic",0.022,0.104,250,4.93986478176557
"enrolled",0.06,0.142,66,6.24819760141575
"joint",0.034,0.116,1793,2.97786849495863
"local",0.01,0.092,2185,2.83573062749536
"peregrino",0.02,0.102,25,7.52116327722863
"positioning",0.002,0.084,195,4.97283480100314
"retention",0.004,0.086,49,6.72623340235875
"smolt",0,0.082,170,5.70587331059038
"taking",0.018,0.1,561,3.88357711750225
"turbine",0.002,0.084,144,5.64936110032704
"vbneo",0.022,0.104,47,6.37603097292563
"withholding",0,0.082,26,7.38763188460411
"degradation",0.016,0.098,32,7.26984884894773
"validate",0,0.082,29,6.82801609666869
"assistant",0,0.082,19,7.26984884894773
"defaults",0.076,0.158,18,7.52116327722863
"megatr",0,0.084,15,7.45217040574168
"volldal",0.084,0.168,79,6.24819760141575
"panels",0.018,0.102,147,5.5651007567093
"inhibitors",0.032,0.116,125,5.89754072980258
"similar",0.032,0.116,584,3.86495460540425
"frontline",0.222,0.306,435,5.57525312817332
"accepted",0.016,0.1,356,4.37639542451416
"diligence",0.094,0.178,216,4.97283480100314
"favourable",0.052,0.136,109,5.57525312817332
"fortune",0.008,0.092,62,6.17123656027962
"initiation",0.036,0.12,74,5.97056586481747
"navy",0.018,0.102,139,5.81641518499021
"principal",0.02,0.104,306,4.63079151933247
"respectively",0.022,0.106,606,3.89872892252285
"short",0.042,0.126,496,4.03553721594969
"viewing",0,0.084,23,7.02472639091474
"tekna",0.01,0.094,295,6.3315792103548
"mpm",0.006,0.09,25,7.85763551384985
"brunvoll",0,0.084,12,8.08077906516406
"nil",0,0.084,61,7.02472639091474
"variability",0,0.084,13,7.67531395705589
"startups",0,0.086,29,6.86438374083956
"return",0,0.086,469,4.23329458087348
"acquisitions",0.052,0.138,469,4.12713438504509
"advises",0,0.086,114,5.43283278813155
"decisionmaking",0.002,0.088,45,6.42255098856052
"exposed",0.03,0.116,49,6.35355811707357
"imo",0,0.086,77,6.06587604462179
"lowering",0.032,0.118,70,5.91172536479453
"picture",0.002,0.088,57,6.35355811707357
"setup",0.08,0.166,118,5.51582970770252
"solidity",0,0.086,33,6.69448470404417
"thinfilms",0.108,0.194,439,5.14294077002897
"wholly",0.026,0.112,827,3.52690217356352
"bayer",0,0.086,17,7.59527124938236
"administrations",0,0.086,11,7.85763551384985
"snacks",0,0.086,21,7.52116327722863
"commentary",0,0.086,9,7.96299602950767
"prosecutor",0,0.088,20,7.67531395705589
"finger",0.034,0.122,34,6.69448470404417
"tilvestamab",0.036,0.124,21,7.1644883332899
"haematology",0.078,0.166,46,6.72623340235875
"prepared",0.034,0.122,384,4.26581777257904
"aggregates",0,0.088,410,4.17125918995403
"area",0.014,0.102,2419,2.76511306028141
"bauxite",0,0.088,97,6.79292477685742
"cheek",0,0.088,24,6.98216677649595
"discovered",0,0.088,207,4.91847359178425
"environmentally",0.01,0.098,369,4.36112795238337
"gained",0.014,0.102,157,5.14958531274764
"kpmg",0,0.088,43,6.69448470404417
"largely",0.026,0.114,66,6.01708588045236
"molvik",0,0.088,71,6.22839497411957
"mortgages",0,0.088,145,5.85615551363972
"regrets",0,0.088,18,7.26984884894773
"elopaks",0,0.088,18,8.21431045778858
"foreseeable",0,0.09,38,6.52263444711751
"tollfree",0,0.09,22,7.38763188460411
"brazils",0,0.09,19,7.38763188460411
"conditional",0.104,0.194,465,4.32540986978129
"customary",0.018,0.108,292,4.55074881165893
"frequencies",0.014,0.104,17,7.67531395705589
"google",0,0.09,78,6.79292477685742
"led",0.006,0.096,430,4.20697727255611
"noco",0.218,0.308,52,7.21578162767745
"opened",0.012,0.102,223,4.93986478176557
"palm",0,0.09,38,7.21578162767745
"pareto",0.014,0.104,401,4.37947709105156
"process",0.044,0.134,2835,2.53170298026884
"proposes",0.024,0.114,185,5.21146071646572
"recruit",0,0.09,43,6.49665896071425
"switzerland",0.052,0.142,314,4.76659306049153
"underthun",0.066,0.156,75,6.31007300513383
"pngf",0.058,0.148,25,7.67531395705589
"technipfmc",0,0.09,27,7.67531395705589
"virtually",0,0.092,79,6.01708588045236
"wiklund",0.046,0.138,38,6.82801609666869
"allinone",0.066,0.158,74,6.00133752348422
"attention",0.018,0.11,112,5.49678151273183
"citizen",0.046,0.138,112,5.5550504208558
"directed",0.056,0.148,358,4.39502950405905
"drawn",0.008,0.1,68,6.0330862217988
"election",0.066,0.158,724,4.16625917953732
"emission",0.076,0.168,539,4.28810281736848
"except",0.05,0.142,215,4.89753041793901
"failed",0.026,0.118,38,6.69448470404417
"fair",0,0.092,152,5.37272886406185
"hanging",0,0.092,25,6.94134478197569
"hour",0,0.092,63,6.09977759629747
"lead",0.014,0.106,1161,3.21228353822892
"limiteds",0.094,0.186,53,6.20897688826247
"sivertsen",0.012,0.104,75,6.08268316293817
"solicitation",0.018,0.11,303,4.91319653468341
"topline",0.012,0.104,27,7.02472639091474
"visits",0,0.092,63,6.18992869329177
"mfc",0,0.092,39,7.67531395705589
"correlation",0,0.092,12,7.96299602950767
"followon",0,0.092,36,7.02472639091474
"flying",0,0.092,31,6.72623340235875
"mobilized",0.002,0.094,37,6.57670166838778
"tyre",0.046,0.14,86,6.90212406882241
"thursday",0.01,0.104,1136,3.25647334925929
"ideas",0.004,0.098,41,6.49665896071425
"janson",0,0.094,69,6.37603097292563
"manufactured",0.022,0.116,93,5.71756935035358
"monstad",0.01,0.104,15,7.96299602950767
"personally",0,0.094,27,6.90212406882241
"resume",0.008,0.102,106,5.67158423711175
"still",0.048,0.142,630,3.81809918812274
"rob",0.112,0.206,82,7.21578162767745
"sud",0.074,0.168,32,7.59527124938236
"woxen",0,0.094,16,7.96299602950767
"provisional",0,0.094,28,7.21578162767745
"tariffs",0,0.094,20,7.67531395705589
"additions",0,0.096,28,6.90212406882241
"ict",0.008,0.104,53,6.98216677649595
"npl",0,0.096,193,5.45974024105148
"accessing",0.01,0.106,30,6.75902322518174
"aligning",0,0.096,14,7.59527124938236
"apa",0.02,0.116,65,6.42255098856052
"averaged",0,0.096,94,5.77819397217001
"criteria",0.024,0.12,355,4.32540986978129
"lending",0,0.096,320,4.95073445400247
"mediation",0,0.096,13,7.76232533404552
"perestroika",0,0.096,26,7.67531395705589
"provided",0.048,0.144,1049,3.34787551266641
"returning",0,0.096,62,6.04934674267058
"sulphur",0,0.096,53,6.82801609666869
"syvertsen",0,0.096,85,5.79077275437687
"opsahl",0,0.096,16,7.67531395705589
"stx",0.018,0.114,41,6.94134478197569
"judge",0,0.096,17,7.59527124938236
"lately",0,0.096,18,7.26984884894773
"reappoint",0,0.098,44,6.37603097292563
"severe",0.002,0.1,98,5.88355448782784
"district",0.008,0.106,602,4.13677301388286
"adaptation",0.012,0.11,28,7.06917815348558
"analysed",0,0.098,18,7.32700726278768
"bestinclass",0.008,0.106,106,5.52549161861426
"classification",0.002,0.1,81,5.89754072980258
"concerned",0,0.098,57,6.13486891610874
"corruption",0,0.098,41,7.02472639091474
"decreasing",0,0.098,23,7.06917815348558
"enterprises",0.008,0.106,766,3.66043356618804
"industri",0,0.098,43,6.90212406882241
"jomaas",0.02,0.118,79,5.84273249330758
"limit",0.002,0.1,148,5.21146071646572
"limits",0.034,0.132,57,6.289019595936
"parameters",0.016,0.114,61,6.13486891610874
"require",0.042,0.14,338,4.40131883296661
"speaker",0.06,0.158,46,6.44664854013959
"são",0.002,0.1,40,6.82801609666869
"underlines",0.002,0.1,67,5.95552798745293
"induction",0.006,0.104,101,5.74137999904729
"registrars",0.006,0.104,22,7.21578162767745
"marielouise",0,0.098,11,7.76232533404552
"elopakcom",0,0.098,8,8.08077906516406
"dont",0,0.098,19,7.21578162767745
"bygg",0,0.1,266,5.05427513294331
"carried",0.014,0.114,857,3.51383009199616
"accommodationservice",0,0.1,21,7.11569816912047
"achieving",0.01,0.11,231,4.83721062770548
"around",0.018,0.118,2589,2.54738957643654
"calculations",0,0.1,33,6.72623340235875
"churn",0.006,0.106,44,6.54930269419967
"diversify",0,0.1,58,6.15288742161142
"lasting",0.002,0.102,49,6.26840030873327
"police",0.076,0.176,62,6.57670166838778
"quick",0.01,0.11,61,6.06587604462179
"randomized",0.058,0.158,57,6.57670166838778
"renewal",0.016,0.116,214,4.97843705655181
"schools",0,0.1,93,6.04934674267058
"shallow",0,0.1,213,4.93447393313069
"therein",0,0.1,35,6.60487254535448
"tofrom",0,0.1,30,6.90212406882241
"transmitted",0.006,0.106,80,5.79077275437687
"usual",0.074,0.174,51,6.26840030873327
"vertical",0.004,0.104,162,5.23296692168669
"vlgc",0,0.1,129,5.74137999904729
"months",0.078,0.178,2398,2.66690335798175
"connections",0.008,0.108,73,6.01708588045236
"thalassa",0,0.1,79,5.98583333694826
"mediumterm",0,0.1,13,7.59527124938236
"subordination",0,0.1,19,7.85763551384985
"filings",0,0.1,26,7.1644883332899
"bøe",0,0.1,19,7.45217040574168
"nextlevel",0,0.1,9,7.96299602950767
"confectionery",0,0.1,14,7.96299602950767
"noryards",0,0.102,47,8.08077906516406
"saboury",0,0.102,20,7.32700726278768
"inspections",0,0.102,52,6.3315792103548
"group",0.138,0.24,10895,1.60130982207579
"feasibility",0.004,0.106,164,5.40663041573753
"governmental",0.002,0.104,99,5.71756935035358
"leisure",0.004,0.106,100,6.04934674267058
"panamax",0,0.102,24,7.38763188460411
"practices",0.012,0.114,192,5.07881624185943
"realized",0.042,0.144,82,5.94071290166779
"regeneron",0.026,0.128,30,6.79292477685742
"reviewed",0.032,0.134,143,5.24023968101577
"sections",0,0.102,90,5.72940380800058
"socalled",0.01,0.112,64,6.11716933900934
"thank",0.004,0.106,456,4.0894828788414
"undergoing",0.014,0.116,85,5.74137999904729
"trs",0,0.102,52,7.59527124938236
"ritsvall",0,0.102,12,8.08077906516406
"finalizing",0,0.102,26,6.98216677649595
"munkedamsveien",0,0.104,140,5.21857818423459
"composition",0.008,0.112,178,5.13634008599762
"astronode",0,0.104,11,7.96299602950767
"automatically",0,0.104,111,5.60634371524335
"empress",0.046,0.15,41,6.90212406882241
"engagement",0.012,0.116,335,4.61114452194867
"extreme",0,0.104,63,6.11716933900934
"finally",0,0.104,183,4.98973661180574
"haugland",0,0.104,39,6.52263444711751
"installments",0,0.104,24,7.06917815348558
"problems",0.01,0.114,75,5.97056586481747
"promptly",0.002,0.106,17,7.32700726278768
"showcase",0.08,0.184,78,5.8697611656955
"sure",0.004,0.108,111,5.50626025668637
"turnaround",0.008,0.112,58,6.20897688826247
"talisman",0.084,0.188,31,7.06917815348558
"midmarch",0.074,0.178,22,7.21578162767745
"espp",0,0.104,22,7.85763551384985
"nonsmall",0,0.104,24,7.1644883332899
"winches",0,0.104,18,7.59527124938236
"galatea",0,0.104,38,6.90212406882241
"semas",0,0.104,27,7.96299602950767
"adversely",0.054,0.16,20,7.26984884894773
"discussion",0.06,0.166,81,5.88355448782784
"evaluate",0.036,0.142,230,4.84701462780211
"list",0.018,0.124,356,4.44648780133452
"markets",0.036,0.142,4883,2.05099565375394
"requires",0.008,0.114,164,5.09762557381693
"seasonality",0,0.106,23,7.1644883332899
"wellbore",0,0.106,30,7.02472639091474
"despite",0.062,0.168,264,4.68794993317242
"twin",0,0.106,79,6.289019595936
"retire",0,0.106,38,6.57670166838778
"investigational",0,0.106,22,7.1644883332899
"founders",0,0.108,59,6.44664854013959
"poor",0.002,0.11,63,6.09977759629747
"nationwide",0.01,0.118,90,5.71756935035358
"ships",0.14,0.248,828,4.14162739234766
"arrived",0.038,0.146,48,6.37603097292563
"cealeti",0,0.108,9,7.96299602950767
"depositary",0.148,0.256,106,5.84273249330758
"negotiated",0,0.108,65,6.00133752348422
"non",0.022,0.13,119,5.41528847848064
"recyclable",0,0.108,50,6.35355811707357
"salaries",0,0.108,27,6.86438374083956
"shops",0,0.108,53,6.35355811707357
"stake",0,0.108,309,4.64679186067891
"transplant",0.018,0.126,31,6.90212406882241
"ruling",0.256,0.364,132,6.00133752348422
"ericsson",0.002,0.11,16,7.59527124938236
"peritoneal",0.008,0.116,19,7.67531395705589
"storting",0,0.108,20,7.76232533404552
"soff",0.19,0.3,170,5.60634371524335
"welfare",0,0.11,148,5.28502328364274
"gain",0.012,0.122,444,4.2937525499106
"cargotec",0.004,0.114,15,7.52116327722863
"convenient",0.098,0.208,78,5.89754072980258
"distributed",0.016,0.126,812,3.58793806414989
"dtac",0,0.11,95,6.22839497411957
"focusing",0.064,0.174,417,4.17125918995403
"resigned",0.002,0.112,102,5.58550962834051
"seize",0.064,0.174,92,5.63843202979485
"tranches",0.042,0.152,133,5.45974024105148
"vimpelcom",0,0.11,51,7.52116327722863
"aftersales",0.074,0.184,31,7.02472639091474
"eventual",0.008,0.118,23,7.1644883332899
"intensify",0,0.11,14,7.59527124938236
"cgg",0.018,0.128,74,6.86438374083956
"oilwater",0,0.11,13,7.67531395705589
"mechatronic",0,0.11,9,7.96299602950767
"tostockexchange",0,0.11,8,8.08077906516406
"saleleaseback",0,0.11,15,7.85763551384985
"phoenix",0,0.112,20,7.32700726278768
"pierre",0.048,0.16,38,6.75902322518174
"abn",0,0.112,28,6.94134478197569
"amro",0,0.112,27,6.98216677649595
"governing",0,0.112,33,6.66371304537741
"transitional",0.146,0.258,53,6.54930269419967
"leadership",0.028,0.14,617,3.96990520099075
"authorization",0.01,0.122,564,4.04875326734121
"alain",0.012,0.124,37,6.75902322518174
"brekke",0,0.112,52,6.57670166838778
"coordinated",0,0.112,47,6.42255098856052
"daily",0.022,0.134,428,4.4236483093647
"endeavours",0.004,0.116,33,6.66371304537741
"experiencing",0.014,0.126,159,5.12978268545146
"offline",0.02,0.132,30,6.86438374083956
"organized",0,0.112,57,6.15288742161142
"osprey",0.05,0.162,38,6.82801609666869
"regulations",0.014,0.126,377,4.43012082387032
"sourcing",0,0.112,99,5.71756935035358
"stated",0.012,0.124,434,4.14162739234766
"tsv",0.008,0.12,19,7.52116327722863
"livestream",0.016,0.128,27,7.45217040574168
"click",0,0.114,180,5.21146071646572
"comfortable",0,0.114,232,4.73968560757161
"loop",0,0.114,81,5.88355448782784
"performance",0.034,0.148,1875,2.97029843609809
"provisions",0.002,0.116,196,5.03032189192082
"recognizes",0.02,0.134,57,6.13486891610874
"requested",0.054,0.168,281,4.62288633982536
"safeguarding",0.028,0.142,44,6.37603097292563
"survival",0.208,0.322,139,6.06587604462179
"proforma",0.208,0.322,101,6.06587604462179
"customised",0,0.114,28,6.90212406882241
"kuwait",0,0.114,27,7.59527124938236
"condensed",0,0.114,14,7.52116327722863
"admit",0.028,0.144,34,6.63386008222773
"ultimate",0.068,0.184,76,5.89754072980258
"casual",0,0.116,27,6.86438374083956
"methanol",0,0.116,30,7.52116327722863
"atrium",0,0.116,157,5.16300833307978
"chemotherapy",0.124,0.24,135,5.81641518499021
"csv",0.008,0.124,158,5.59587241537606
"headed",0,0.116,78,6.0330862217988
"measures",0.028,0.144,753,3.93170960325271
"noise",0.006,0.122,52,6.26840030873327
"nsclc",0.06,0.176,93,6.86438374083956
"reputation",0,0.116,123,5.34803625147148
"weekly",0.004,0.12,48,6.54930269419967
"wilphoenix",0.07,0.186,55,6.79292477685742
"without",0.034,0.15,1069,3.29120615617819
"transparency",0.02,0.138,93,5.89754072980258
"book",0.004,0.122,536,4.0802874117483
"behavior",0,0.118,30,6.90212406882241
"body",0.012,0.13,63,6.18992869329177
"capsols",0.074,0.192,45,7.26984884894773
"denominated",0,0.118,59,6.09977759629747
"engsig",0.054,0.172,48,6.60487254535448
"establishment",0.002,0.12,264,4.76205790532614
"face",0.012,0.13,159,5.26238080689298
"generally",0.008,0.126,85,5.81641518499021
"indicating",0.042,0.16,34,6.75902322518174
"involve",0.002,0.12,160,5.11679548992465
"lifting",0.004,0.122,157,5.64936110032704
"lowcarbon",0,0.118,164,5.14958531274764
"northeast",0,0.118,41,6.66371304537741
"ondemand",0,0.118,23,7.11569816912047
"planet",0,0.118,115,5.91172536479453
"pro",0.048,0.166,321,4.72649860328965
"sarscov",0.1,0.218,72,6.94134478197569
"upper",0,0.118,101,5.77819397217001
"blocked",0,0.118,12,7.67531395705589
"jurassic",0,0.118,53,6.57670166838778
"swiftly",0,0.12,19,7.21578162767745
"replacing",0,0.12,207,4.8669157821194
"executive",0.02,0.14,3552,2.28168641070353
"biology",0.006,0.126,62,6.22839497411957
"biopharmaceutical",0.05,0.17,349,4.79892844113447
"chain",0.02,0.14,1093,3.43638816602268
"eliminates",0.002,0.122,46,6.3315792103548
"janfrode",0,0.12,48,6.54930269419967
"leasing",0.062,0.182,140,5.68288379236569
"losses",0,0.12,263,5.21857818423459
"operas",0,0.12,29,7.06917815348558
"optimised",0,0.12,41,6.54930269419967
"sustain",0,0.12,47,6.42255098856052
"dilling",0,0.12,17,7.96299602950767
"variant",0,0.12,15,7.85763551384985
"nhs",0,0.12,23,7.59527124938236
"personalization",0.002,0.124,50,6.72623340235875
"declaration",0.028,0.15,58,6.289019595936
"eiendom",0,0.122,472,4.70063509269973
"equally",0.002,0.124,80,5.81641518499021
"fine",0,0.122,87,6.18992869329177
"granting",0.016,0.138,59,6.31007300513383
"jaan",0,0.122,31,6.98216677649595
"migration",0.024,0.146,57,6.42255098856052
"min",0,0.122,33,6.69448470404417
"moved",0.01,0.132,95,5.63843202979485
"organised",0,0.122,180,5.01272613003044
"professional",0.002,0.124,412,4.25213766867496
"smarter",0.01,0.132,111,5.5651007567093
"texas",0.03,0.152,123,5.49678151273183
"upstream",0,0.122,93,5.75350135957964
"yangzi",0,0.122,14,7.67531395705589
"consisted",0,0.122,29,6.82801609666869
"gambia",0,0.122,22,7.76232533404552
"sustainably",0,0.124,54,6.20897688826247
"modest",0,0.124,31,6.75902322518174
"parlaville",0.016,0.14,47,6.72623340235875
"actual",0.006,0.13,201,4.91319653468341
"facilitated",0,0.124,30,6.82801609666869
"fall",0,0.124,128,5.34803625147148
"fraud",0.148,0.272,59,6.49665896071425
"norne",0.002,0.126,99,5.77819397217001
"rating",0.09,0.214,487,4.62683111811637
"revenuesask",0,0.124,26,6.90212406882241
"revenuesrpk",0,0.124,26,6.90212406882241
"rpkask",0,0.124,26,6.90212406882241
"shippingcom",0.01,0.134,29,6.79292477685742
"shutdown",0,0.124,58,6.289019595936
"swedish",0.03,0.154,682,4.09179501859978
"thon",0.004,0.128,265,4.88722104828015
"translation",0.004,0.128,128,5.38109711373236
"announced",0.034,0.158,4764,1.84099066821157
"biocidal",0.004,0.128,13,7.85763551384985
"imply",0,0.126,22,7.06917815348558
"wales",0.006,0.132,27,7.11569816912047
"forwarded",0,0.126,18,7.26984884894773
"glucose",0.27,0.396,63,7.21578162767745
"communication",0.006,0.132,927,3.52296257555944
"roads",0,0.126,566,3.97813570012726
"biotechnology",0.036,0.162,99,5.57525312817332
"britannia",0.008,0.134,19,7.32700726278768
"broadcast",0,0.126,121,5.45974024105148
"commercialization",0.024,0.15,274,4.68375705491238
"eligible",0.112,0.238,422,4.59953897582837
"hydro",0.018,0.144,589,4.60339254514435
"items",0.018,0.144,854,3.52821882944826
"late",0.024,0.15,465,4.11521529280788
"managerial",0,0.126,38,6.60487254535448
"pages",0,0.126,85,5.72940380800058
"papilloma",0.008,0.134,49,6.3315792103548
"run",0.056,0.182,296,4.53981974112674
"successor",0.096,0.222,88,5.8697611656955
"whereby",0.006,0.132,292,4.53620310065655
"yoy",0.152,0.278,99,6.39902049115033
"vlcc",0.012,0.138,86,6.20897688826247
"tribunal",0,0.126,22,7.59527124938236
"pemetrexedcisplatin",0,0.126,13,7.76232533404552
"tracks",0,0.126,26,6.98216677649595
"wheels",0,0.126,11,7.76232533404552
"favorably",0.024,0.15,20,7.26984884894773
"antibodies",0.156,0.284,60,6.57670166838778
"adss",0,0.128,67,7.59527124938236
"admitted",0.056,0.184,160,5.32393869989242
"andré",0.086,0.214,325,4.5918761030828
"cargo",0.078,0.206,219,5.2257466737132
"kilometer",0,0.128,55,6.20897688826247
"macgregor",0.144,0.272,27,7.38763188460411
"niche",0.026,0.154,100,5.8035117801543
"reasonable",0,0.128,74,5.8697611656955
"smartoptics",0.036,0.164,181,6.79292477685742
"stacking",0,0.128,25,7.02472639091474
"website",0.01,0.138,2159,2.66857513323876
"wallenberg",0,0.128,13,7.76232533404552
"oceanic",0,0.128,30,7.52116327722863
"migrated",0,0.128,11,7.76232533404552
"nordialog",0,0.128,28,7.85763551384985
"allegations",0,0.13,24,7.21578162767745
"webpage",0.008,0.138,196,4.98407087427006
"collection",0.032,0.162,632,4.07344587993159
"downloaded",0.002,0.132,102,5.53524779355962
"flo",0.026,0.156,18,7.38763188460411
"metric",0.004,0.134,116,5.59587241537606
"msc",0,0.13,132,5.4417217355488
"relate",0.004,0.134,83,5.74137999904729
"schjødt",0.014,0.144,74,5.85615551363972
"size",0.03,0.16,644,3.86127135998795
"kjellerik",0.008,0.138,28,6.98216677649595
"quantitative",0,0.13,25,7.32700726278768
"potocki",0,0.13,14,8.08077906516406
"circulation",0,0.132,41,6.60487254535448
"meanwhile",0,0.132,37,6.60487254535448
